,genre,topic,target_set,effect_size,word_scores
20,,jesus_praise_lord,Appearance words,-1.1821433305740356,"[{'target_word': 'thin', 'scweat_score': -0.20162605}, {'target_word': 'feeble', 'scweat_score': -0.17532282}, {'target_word': 'pretty', 'scweat_score': -0.1773113}, {'target_word': 'strong', 'scweat_score': 0.063703224}, {'target_word': 'weak', 'scweat_score': -0.0019626468}, {'target_word': 'ugly', 'scweat_score': -0.12924235}, {'target_word': 'stout', 'scweat_score': -0.07406789}, {'target_word': 'beautiful', 'scweat_score': -0.12719625}]"
21,,jesus_praise_lord,Intelligence words,3.1014842987060547,"[{'target_word': 'brilliant', 'scweat_score': 0.03684324}, {'target_word': 'wise', 'scweat_score': 0.018877432}]"
22,,jesus_praise_lord,Strenght words,-0.06201891973614693,"[{'target_word': 'bold', 'scweat_score': -0.15929496}, {'target_word': 'leader', 'scweat_score': 0.0009486377}, {'target_word': 'strong', 'scweat_score': 0.063703224}, {'target_word': 'triumph', 'scweat_score': -0.030938167}, {'target_word': 'command', 'scweat_score': 0.066535816}, {'target_word': 'shout', 'scweat_score': 0.091459185}, {'target_word': 'winner', 'scweat_score': -0.08534321}, {'target_word': 'power', 'scweat_score': 0.30963224}, {'target_word': 'succeed', 'scweat_score': -0.15406545}, {'target_word': 'confident', 'scweat_score': 0.0037731752}, {'target_word': 'loud', 'scweat_score': -0.20056051}]"
23,,jesus_praise_lord,Weakness words,-0.9255623817443848,"[{'target_word': 'failure', 'scweat_score': -0.1133917}, {'target_word': 'lose', 'scweat_score': -0.071848564}, {'target_word': 'weak', 'scweat_score': -0.0019626468}, {'target_word': 'weakness', 'scweat_score': 0.06956069}, {'target_word': 'surrender', 'scweat_score': -0.16139528}, {'target_word': 'follow', 'scweat_score': 0.012212722}, {'target_word': 'fragile', 'scweat_score': -0.17075573}, {'target_word': 'yield', 'scweat_score': -0.14341529}, {'target_word': 'afraid', 'scweat_score': -0.07981443}]"
24,,heartache_bah_bah bah,Pleasant,0.21128864586353302,"[{'target_word': 'friend', 'scweat_score': -0.078696966}, {'target_word': 'joy', 'scweat_score': 0.04476314}, {'target_word': 'wonderful', 'scweat_score': 0.031304717}, {'target_word': 'vacation', 'scweat_score': 0.10109225}, {'target_word': 'love', 'scweat_score': -0.15319867}, {'target_word': 'honest', 'scweat_score': 0.11076534}, {'target_word': 'honor', 'scweat_score': 0.059341073}, {'target_word': 'pleasure', 'scweat_score': -0.0017050207}, {'target_word': 'family', 'scweat_score': -0.029874742}, {'target_word': 'peace', 'scweat_score': -0.051185325}, {'target_word': 'heaven', 'scweat_score': 0.11938955}, {'target_word': 'freedom', 'scweat_score': -0.14316058}, {'target_word': 'gentle', 'scweat_score': 0.04822865}, {'target_word': 'happy', 'scweat_score': 0.0092659}, {'target_word': 'paradise', 'scweat_score': -0.040262386}, {'target_word': 'diamond', 'scweat_score': 0.10301563}, {'target_word': 'laughter', 'scweat_score': -0.048090532}, {'target_word': 'sunrise', 'scweat_score': 0.15431395}, {'target_word': 'gift', 'scweat_score': 0.056096375}, {'target_word': 'health', 'scweat_score': -0.039707035}, {'target_word': 'rainbow', 'scweat_score': 0.032789648}, {'target_word': 'caress', 'scweat_score': 0.029941976}, {'target_word': 'lucky', 'scweat_score': -0.001419425}, {'target_word': 'miracle', 'scweat_score': 0.08032198}]"
25,,heartache_bah_bah bah,Unpleasant,0.4528425335884094,"[{'target_word': 'terrible', 'scweat_score': 0.05485693}, {'target_word': 'prison', 'scweat_score': 0.018225223}, {'target_word': 'war', 'scweat_score': 0.036941487}, {'target_word': 'abuse', 'scweat_score': -0.07036822}, {'target_word': 'tragedy', 'scweat_score': 0.015511125}, {'target_word': 'hatred', 'scweat_score': 0.076125965}, {'target_word': 'crash', 'scweat_score': 0.09804958}, {'target_word': 'poison', 'scweat_score': 0.07678291}, {'target_word': 'nasty', 'scweat_score': 0.08732749}, {'target_word': 'awful', 'scweat_score': 0.07062556}, {'target_word': 'disaster', 'scweat_score': -0.03940785}, {'target_word': 'ugly', 'scweat_score': -0.005902186}, {'target_word': 'rotten', 'scweat_score': 0.028400864}, {'target_word': 'bomb', 'scweat_score': 0.015525922}, {'target_word': 'jail', 'scweat_score': 0.13341604}, {'target_word': 'kill', 'scweat_score': -0.12254555}, {'target_word': 'death', 'scweat_score': -0.041465305}, {'target_word': 'murder', 'scweat_score': 0.07428326}, {'target_word': 'evil', 'scweat_score': 0.024280112}]"
26,,heartache_bah_bah bah,Appearance words,-0.03743202984333038,"[{'target_word': 'thin', 'scweat_score': 0.099995986}, {'target_word': 'fat', 'scweat_score': -0.06886187}, {'target_word': 'pretty', 'scweat_score': -0.08455545}, {'target_word': 'strong', 'scweat_score': 0.029128313}, {'target_word': 'weak', 'scweat_score': 0.005317569}, {'target_word': 'ugly', 'scweat_score': -0.005902186}, {'target_word': 'healthy', 'scweat_score': 0.02693677}, {'target_word': 'beautiful', 'scweat_score': -0.018403947}]"
27,,heartache_bah_bah bah,Intelligence words,0.7397761344909668,"[{'target_word': 'smart', 'scweat_score': 0.026426658}, {'target_word': 'brilliant', 'scweat_score': 0.088459976}, {'target_word': 'clever', 'scweat_score': -0.0035219034}, {'target_word': 'wise', 'scweat_score': -0.0014572889}]"
28,,heartache_bah_bah bah,Strenght words,0.41330552101135254,"[{'target_word': 'bold', 'scweat_score': 0.055392623}, {'target_word': 'strong', 'scweat_score': 0.029128313}, {'target_word': 'command', 'scweat_score': 0.0949949}, {'target_word': 'shout', 'scweat_score': -0.030622866}, {'target_word': 'winner', 'scweat_score': 0.05520469}, {'target_word': 'power', 'scweat_score': 0.05968578}, {'target_word': 'succeed', 'scweat_score': -0.01684578}, {'target_word': 'confident', 'scweat_score': -0.076753676}, {'target_word': 'dynamic', 'scweat_score': 0.011895761}, {'target_word': 'loud', 'scweat_score': 0.016704671}]"
29,,heartache_bah_bah bah,Weakness words,-0.4851242005825043,"[{'target_word': 'loser', 'scweat_score': -0.037058026}, {'target_word': 'lose', 'scweat_score': -0.18272486}, {'target_word': 'weak', 'scweat_score': 0.005317569}, {'target_word': 'weakness', 'scweat_score': 0.1582202}, {'target_word': 'shy', 'scweat_score': -0.13157691}, {'target_word': 'surrender', 'scweat_score': -0.114482895}, {'target_word': 'follow', 'scweat_score': -0.019374017}, {'target_word': 'fragile', 'scweat_score': -0.041585073}, {'target_word': 'afraid', 'scweat_score': -0.037702978}]"
